gene,drug_class,coverage,matching_kmers,total_kmers,biosample_id
aadA24_1_DQ677333,aminoglycoside,0.447,671,1500,40889887
blaOXA-368_1_KT736121,beta-lactam,0.431,664,1542,40889887
blaOXA-395_1_AY306133,beta-lactam,0.339,515,1518,40889887
blaOXA-396_1_AY306134,beta-lactam,0.356,540,1518,40889887
blaOXA-454_1_LC037981,beta-lactam,0.457,705,1542,40889887
blaOXA-485_1_LLNM01000004,beta-lactam,0.412,626,1518,40889887
blaOXA-486_1_AY597426,beta-lactam,0.341,518,1518,40889887
blaOXA-488_1_CP017969,beta-lactam,0.48,728,1518,40889887
blaOXA-494_1_AY597430,beta-lactam,0.338,513,1518,40889887
blaOXA-520_1_KX388630,beta-lactam,0.473,730,1542,40889887
blaOXA-10_1_J03427,beta-lactam,0.48,740,1542,40889887
blaOXA-11_1_Z22590,beta-lactam,0.48,740,1542,40889887
blaOXA-14_1_KJ420612,beta-lactam,0.5,771,1542,40889887
blaOXA-16_1_AF043100,beta-lactam,0.48,740,1542,40889887
blaOXA-17_1_DQ902344,beta-lactam,0.46,709,1542,40889887
blaOXA-50_1_AY306130,beta-lactam,0.379,575,1518,40889887
blaOXA-74_1_EU161636,beta-lactam,0.446,688,1542,40889887
blaOXA-142_1_LC169567,beta-lactam,0.48,740,1542,40889887
blaOXA-233_1_KJ657570,beta-lactam,0.44,678,1542,40889887
blaOXA-240_1_JX089628,beta-lactam,0.46,709,1542,40889887
blaOXA-251_1_JN118546,beta-lactam,0.42,647,1542,40889887
blaOXA-256_1_HE616889,beta-lactam,0.46,709,1542,40889887
blaPAO_1_AY083595,beta-lactam,0.387,900,2328,40889887
blaPAO_2_FJ666065,beta-lactam,0.4,931,2328,40889887
blaPAO_3_FJ666073,beta-lactam,0.402,935,2328,40889887
blaPAO_4_AY083592,beta-lactam,0.396,923,2328,40889887
blaOXA-246_1_EU886980,beta-lactam,0.46,709,1542,40889887
fosA_4_ACWU01000146,fosfomycin,0.402,304,756,40889887
catB7_1_AF036933,phenicol,0.342,416,1218,40889887
sul1_2_U12338,sulfonamide,0.5,810,1620,40889887
sul1_3_EU855787,sulfonamide,0.481,779,1620,40889887
sul1_5_EU780013,sulfonamide,0.481,806,1674,40889887
sul1_7_FJ715937,sulfonamide,0.462,748,1620,40889887
sul1_8_JN581942,sulfonamide,0.481,776,1614,40889887
sul1_9_AY963803,sulfonamide,0.491,808,1644,40889887
sul1_10_DQ143913,sulfonamide,0.481,770,1602,40889887
sul1_11_DQ914960,sulfonamide,0.463,789,1704,40889887
sul1_14_AJ517791,sulfonamide,0.433,702,1620,40889887
sul1_15_EF667294,sulfonamide,0.481,779,1620,40889887
sul1_17_AM746675,sulfonamide,0.481,779,1620,40889887
sul1_18_AY260546,sulfonamide,0.481,779,1620,40889887
sul1_19_DQ125241,sulfonamide,0.481,779,1620,40889887
sul1_20_JF262165,sulfonamide,0.481,779,1620,40889887
sul1_21_AJ971344,sulfonamide,0.462,748,1620,40889887
sul1_22_AY115475,sulfonamide,0.478,775,1620,40889887
sul1_23_AJ621187,sulfonamide,0.443,717,1620,40889887
sul1_24_EU117158,sulfonamide,0.481,779,1620,40889887
sul1_25_AY878717,sulfonamide,0.481,779,1620,40889887
sul1_26_AY524415,sulfonamide,0.481,779,1620,40889887
sul1_27_GU562437,sulfonamide,0.481,779,1620,40889887
sul1_28_JN790946,sulfonamide,0.464,751,1620,40889887
sul1_29_AJ746361,sulfonamide,0.481,779,1620,40889887
sul1_30_JF262178,sulfonamide,0.481,779,1620,40889887
sul1_31_AM040449,sulfonamide,0.481,779,1620,40889887
sul1_32_EF592571,sulfonamide,0.445,721,1620,40889887
sul1_33_AJ564903,sulfonamide,0.481,779,1620,40889887
sul1_34_AY047357,sulfonamide,0.428,703,1644,40889887
sul1_35_AB281182,sulfonamide,0.444,730,1644,40889887
sul1_38_BX248359,sulfonamide,0.473,777,1644,40889887
sul1_39_AY522923,sulfonamide,0.495,790,1596,40889887
sul1_36_X15024,sulfonamide,0.481,779,1620,40889887
sul1_37_AF188331,sulfonamide,0.42,680,1620,40889887
tmexC3_1_LC633285,tetracycline,0.469,1063,2268,40889887
tmexD1_1_MK347425,tetracycline,0.367,2278,6210,40889887
tmexD3_1_LC633285,tetracycline,0.497,3084,6210,40889887
tmexD4_1_CP091084,tetracycline,0.307,1909,6210,40889887
TOprJ1_1_MK347425,tetracycline,0.489,1373,2808,40889887
TOprJ2_1_MN175502,tetracycline,0.478,1342,2808,40889887
TOprJ3_1_LC633285,tetracycline,0.5,1404,2808,40889887
aph(6)-Id_1_M28829,aminoglycoside,0.5,807,1614,54802194
aph(6)-Id_3_AB109805,aminoglycoside,0.462,745,1614,54802194
aph(6)-Id_4_CP000971,aminoglycoside,0.481,770,1602,54802194
aph(6)-Id_5_18676889,aminoglycoside,0.481,776,1614,54802194
aph(3'')-Ib_1_M28829,aminoglycoside,0.458,709,1548,54802194
aph(3'')-Ib_3_AF321550,aminoglycoside,0.48,743,1548,54802194
aph(3'')-Ib_4_AF313472,aminoglycoside,0.48,743,1548,54802194
armA_1_AY220558,aminoglycoside,0.5,744,1488,54802194
aph(3'')-Ib_2_AF024602,aminoglycoside,0.499,773,1548,54802194
aph(3'')-Ib_5_AF321551,aminoglycoside,0.48,743,1548,54802194
aph(6)-Id_2_AF024602,aminoglycoside,0.481,776,1614,54802194
blaOXA-336_1_KF048907,beta-lactam,0.481,764,1590,54802194
blaOXA-338_1_KF048909,beta-lactam,0.304,483,1590,54802194
blaOXA-342_1_KF048915,beta-lactam,0.336,534,1590,54802194
blaOXA-343_1_KF048916,beta-lactam,0.37,588,1590,54802194
blaOXA-344_1_KF048917,beta-lactam,0.306,487,1590,54802194
blaOXA-345_1_KF048918,beta-lactam,0.367,583,1590,54802194
blaOXA-366_1_KP050485,beta-lactam,0.48,761,1584,54802194
blaOXA-375_1_KF986256,beta-lactam,0.375,597,1590,54802194
blaOXA-381_1_KJ135344,beta-lactam,0.304,483,1590,54802194
blaOXA-382_1_KJ135345,beta-lactam,0.306,487,1590,54802194
blaOXA-383_1_KF986262,beta-lactam,0.32,509,1590,54802194
blaOXA-398_1_KM087842,beta-lactam,0.48,761,1584,54802194
blaOXA-403_1_KJ920337,beta-lactam,0.316,502,1590,54802194
blaOXA-422_1_KM433671,beta-lactam,0.48,761,1584,54802194
blaOXA-423_1_KM433672,beta-lactam,0.461,730,1584,54802194
blaOXA-425_1_KM588353,beta-lactam,0.461,733,1590,54802194
blaOXA-435_1_KP144324,beta-lactam,0.48,761,1584,54802194
blaOXA-440_1_KP727574,beta-lactam,0.48,761,1584,54802194
blaOXA-480_1_KR872296,beta-lactam,0.486,773,1590,54802194
blaOXA-482_1_KP264124,beta-lactam,0.48,761,1584,54802194
blaOXA-483_1_KP264125,beta-lactam,0.48,761,1584,54802194
blaOXA-507_1_KU551305,beta-lactam,0.321,510,1590,54802194
blaOXA-508_1_KU596972,beta-lactam,0.492,782,1590,54802194
blaOXA-510_1_JX865393,beta-lactam,0.301,478,1590,54802194
blaOXA-511_1_KU710720,beta-lactam,0.387,616,1590,54802194
blaOXA-516_1_KU871391,beta-lactam,0.311,494,1590,54802194
blaOXA-521_1_KX462701,beta-lactam,0.376,598,1590,54802194
blaOXA-525_1_KX599406,beta-lactam,0.461,733,1590,54802194
blaOXA-536_1_KX859240,beta-lactam,0.481,764,1590,54802194
blaOXA-23_1_AY795964,beta-lactam,0.5,792,1584,54802194
blaOXA-27_1_AF201828,beta-lactam,0.441,699,1584,54802194
blaOXA-49_1_AY288523,beta-lactam,0.462,734,1590,54802194
blaOXA-64_1_AY750907,beta-lactam,0.308,489,1590,54802194
blaOXA-65_1_AY750908,beta-lactam,0.454,722,1590,54802194
blaOXA-66_1_AY750909,beta-lactam,0.5,795,1590,54802194
blaOXA-69_1_AY859527,beta-lactam,0.321,510,1590,54802194
blaOXA-73_1_AY762325,beta-lactam,0.48,761,1584,54802194
blaOXA-76_1_AY949203,beta-lactam,0.489,777,1590,54802194
blaOXA-79_1_EU019534,beta-lactam,0.481,764,1590,54802194
blaOXA-80_1_EU019535,beta-lactam,0.481,764,1590,54802194
blaOXA-82_1_DQ987479,beta-lactam,0.481,764,1590,54802194
blaOXA-83_1_DQ309277,beta-lactam,0.481,764,1590,54802194
blaOXA-84_1_DQ309276,beta-lactam,0.461,733,1590,54802194
blaOXA-88_1_DQ392963,beta-lactam,0.425,676,1590,54802194
blaOXA-90_1_EU547443,beta-lactam,0.397,631,1590,54802194
blaOXA-92_1_DQ335566,beta-lactam,0.301,479,1590,54802194
blaOXA-94_1_DQ519088,beta-lactam,0.377,599,1590,54802194
blaOXA-95_1_DQ519089,beta-lactam,0.393,625,1590,54802194
blaOXA-106_1_EF650032,beta-lactam,0.316,502,1590,54802194
blaOXA-107_1_LAVJ01000082,beta-lactam,0.313,498,1590,54802194
blaOXA-108_1_EF650034,beta-lactam,0.367,584,1590,54802194
blaOXA-109_1_EF650035,beta-lactam,0.481,764,1590,54802194
blaOXA-110_1_EF650036,beta-lactam,0.321,510,1590,54802194
blaOXA-112_1_EF650038,beta-lactam,0.301,479,1590,54802194
blaOXA-115_1_EU029998,beta-lactam,0.461,733,1590,54802194
blaOXA-120_1_EU255289,beta-lactam,0.317,504,1590,54802194
blaOXA-126_1_EU255295,beta-lactam,0.367,584,1590,54802194
blaOXA-127_1_EU255296,beta-lactam,0.481,764,1590,54802194
blaOXA-130_1_EU547445,beta-lactam,0.387,615,1590,54802194
blaOXA-131_1_EU547446,beta-lactam,0.461,733,1590,54802194
blaOXA-138_1_EU670845,beta-lactam,0.471,749,1590,54802194
blaOXA-146_1_FJ194494,beta-lactam,0.481,765,1590,54802194
blaOXA-165_1_HM488986,beta-lactam,0.48,761,1584,54802194
blaOXA-166_1_HM488987,beta-lactam,0.48,761,1584,54802194
blaOXA-167_1_HM488988,beta-lactam,0.48,761,1584,54802194
blaOXA-168_1_HM488989,beta-lactam,0.48,761,1584,54802194
blaOXA-169_1_HM488990,beta-lactam,0.48,761,1584,54802194
blaOXA-170_1_HM488991,beta-lactam,0.48,761,1584,54802194
blaOXA-171_1_HM488992,beta-lactam,0.48,761,1584,54802194
blaOXA-172_1_HM113558,beta-lactam,0.461,733,1590,54802194
blaOXA-173_1_HM113559,beta-lactam,0.453,721,1590,54802194
blaOXA-174_1_HM113560,beta-lactam,0.469,746,1590,54802194
blaOXA-175_1_HM113561,beta-lactam,0.461,733,1590,54802194
blaOXA-176_1_HM113562,beta-lactam,0.461,733,1590,54802194
blaOXA-177_1_HM113563,beta-lactam,0.461,733,1590,54802194
blaOXA-178_1_HM113564,beta-lactam,0.461,733,1590,54802194
blaOXA-180_1_HM570036,beta-lactam,0.31,493,1590,54802194
blaOXA-194_1_HQ425492,beta-lactam,0.467,743,1590,54802194
blaOXA-195_1_HQ425493,beta-lactam,0.417,663,1590,54802194
blaOXA-196_1_HQ425494,beta-lactam,0.455,723,1590,54802194
blaOXA-197_1_HQ425495,beta-lactam,0.448,712,1590,54802194
blaOXA-200_1_HQ734811,beta-lactam,0.372,592,1590,54802194
blaOXA-201_1_HQ734812,beta-lactam,0.461,733,1590,54802194
blaOXA-202_1_HQ734813,beta-lactam,0.481,764,1590,54802194
blaOXA-206_1_AB634250,beta-lactam,0.481,764,1590,54802194
blaOXA-225_1_JN638887,beta-lactam,0.48,761,1584,54802194
blaOXA-234_1_NG_050607,beta-lactam,0.481,764,1590,54802194
blaOXA-239_1_JQ837239,beta-lactam,0.455,721,1584,54802194
blaOXA-248_1_HE963769,beta-lactam,0.321,510,1590,54802194
blaOXA-249_1_HE963770,beta-lactam,0.367,584,1590,54802194
blaOXA-250_1_HE963771,beta-lactam,0.303,481,1590,54802194
blaOXA-254_1_AB781687,beta-lactam,0.481,764,1590,54802194
blaOXA-371_1_AB871653,beta-lactam,0.301,479,1590,54802194
blaADC-25_1_EF016355,beta-lactam,0.472,1060,2244,54802194
blaOXA-545_1_KY674541,beta-lactam,0.396,629,1590,54802194
blaOXA-556_1_KY126231,beta-lactam,0.302,480,1590,54802194
blaOXA-557_1_KY126232,beta-lactam,0.383,609,1590,54802194
blaOXA-565_1_KY883665,beta-lactam,0.333,528,1584,54802194
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54802194
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54802194
blaOXA-260_1_APOR01000009,beta-lactam,0.489,778,1590,54802194
blaOXA-103_1_APQF01000011,beta-lactam,0.336,533,1584,54802194
msr(E)_1_FR751518,macrolide,0.5,1446,2892,54802194
mph(E)_1_DQ839391,macrolide,0.5,855,1710,54802194
mph(E)_2_JF769133,macrolide,0.482,824,1710,54802194
tet(B)_1_AP000342,tetracycline,0.497,1170,2352,54802194
tet(B)_2_AF326777,tetracycline,0.484,1139,2352,54802194
tet(B)_3_AJ277653,tetracycline,0.445,1046,2352,54802194
aph(6)-Id_1_M28829,aminoglycoside,0.5,807,1614,54616834
aph(6)-Id_3_AB109805,aminoglycoside,0.462,745,1614,54616834
aph(6)-Id_4_CP000971,aminoglycoside,0.481,770,1602,54616834
aph(6)-Id_5_18676889,aminoglycoside,0.481,776,1614,54616834
aph(3'')-Ib_1_M28829,aminoglycoside,0.458,709,1548,54616834
aph(3'')-Ib_3_AF321550,aminoglycoside,0.48,743,1548,54616834
aph(3'')-Ib_4_AF313472,aminoglycoside,0.48,743,1548,54616834
aac(3)-Ia_1_X15852,aminoglycoside,0.398,401,1008,54616834
aac(6')-Im_2_Z54241,aminoglycoside,0.468,461,984,54616834
aadA5_1_AF137361,aminoglycoside,1.0,1518,1518,54616834
aph(3'')-Ib_2_AF024602,aminoglycoside,0.499,773,1548,54616834
aph(3'')-Ib_5_AF321551,aminoglycoside,0.48,743,1548,54616834
aph(6)-Id_2_AF024602,aminoglycoside,0.481,776,1614,54616834
blaOXA-336_1_KF048907,beta-lactam,0.481,764,1590,54616834
blaOXA-338_1_KF048909,beta-lactam,0.304,483,1590,54616834
blaOXA-342_1_KF048915,beta-lactam,0.336,534,1590,54616834
blaOXA-343_1_KF048916,beta-lactam,0.37,588,1590,54616834
blaOXA-344_1_KF048917,beta-lactam,0.306,487,1590,54616834
blaOXA-345_1_KF048918,beta-lactam,0.367,583,1590,54616834
blaOXA-375_1_KF986256,beta-lactam,0.375,597,1590,54616834
blaOXA-381_1_KJ135344,beta-lactam,0.304,483,1590,54616834
blaOXA-382_1_KJ135345,beta-lactam,0.306,487,1590,54616834
blaOXA-383_1_KF986262,beta-lactam,0.32,509,1590,54616834
blaOXA-403_1_KJ920337,beta-lactam,0.316,502,1590,54616834
blaOXA-425_1_KM588353,beta-lactam,0.461,733,1590,54616834
blaOXA-437_1_KP410856,beta-lactam,0.489,780,1596,54616834
blaOXA-480_1_KR872296,beta-lactam,0.486,773,1590,54616834
blaOXA-507_1_KU551305,beta-lactam,0.321,510,1590,54616834
blaOXA-508_1_KU596972,beta-lactam,0.492,782,1590,54616834
blaOXA-510_1_JX865393,beta-lactam,0.301,478,1590,54616834
blaOXA-511_1_KU710720,beta-lactam,0.387,616,1590,54616834
blaOXA-516_1_KU871391,beta-lactam,0.311,494,1590,54616834
blaOXA-521_1_KX462701,beta-lactam,0.376,598,1590,54616834
blaOXA-525_1_KX599406,beta-lactam,0.461,733,1590,54616834
blaOXA-536_1_KX859240,beta-lactam,0.481,764,1590,54616834
blaOXA-24_1_AJ239129,beta-lactam,0.508,811,1596,54616834
blaOXA-25_1_AF201826,beta-lactam,0.472,754,1596,54616834
blaOXA-26_1_AF201827,beta-lactam,0.489,780,1596,54616834
blaOXA-64_1_AY750907,beta-lactam,0.308,489,1590,54616834
blaOXA-65_1_AY750908,beta-lactam,0.454,722,1590,54616834
blaOXA-66_1_AY750909,beta-lactam,0.5,795,1590,54616834
blaOXA-69_1_AY859527,beta-lactam,0.321,510,1590,54616834
blaOXA-72_1_AY739646,beta-lactam,0.528,842,1596,54616834
blaOXA-76_1_AY949203,beta-lactam,0.489,777,1590,54616834
blaOXA-79_1_EU019534,beta-lactam,0.481,764,1590,54616834
blaOXA-80_1_EU019535,beta-lactam,0.481,764,1590,54616834
blaOXA-82_1_DQ987479,beta-lactam,0.481,764,1590,54616834
blaOXA-83_1_DQ309277,beta-lactam,0.481,764,1590,54616834
blaOXA-84_1_DQ309276,beta-lactam,0.461,733,1590,54616834
blaOXA-88_1_DQ392963,beta-lactam,0.425,676,1590,54616834
blaOXA-90_1_EU547443,beta-lactam,0.397,631,1590,54616834
blaOXA-92_1_DQ335566,beta-lactam,0.301,479,1590,54616834
blaOXA-94_1_DQ519088,beta-lactam,0.377,599,1590,54616834
blaOXA-95_1_DQ519089,beta-lactam,0.393,625,1590,54616834
blaOXA-106_1_EF650032,beta-lactam,0.316,502,1590,54616834
blaOXA-107_1_LAVJ01000082,beta-lactam,0.313,498,1590,54616834
blaOXA-108_1_EF650034,beta-lactam,0.367,584,1590,54616834
blaOXA-109_1_EF650035,beta-lactam,0.481,764,1590,54616834
blaOXA-110_1_EF650036,beta-lactam,0.321,510,1590,54616834
blaOXA-112_1_EF650038,beta-lactam,0.301,479,1590,54616834
blaOXA-115_1_EU029998,beta-lactam,0.461,733,1590,54616834
blaOXA-120_1_EU255289,beta-lactam,0.317,504,1590,54616834
blaOXA-126_1_EU255295,beta-lactam,0.367,584,1590,54616834
blaOXA-127_1_EU255296,beta-lactam,0.481,764,1590,54616834
blaOXA-130_1_EU547445,beta-lactam,0.387,615,1590,54616834
blaOXA-131_1_EU547446,beta-lactam,0.461,733,1590,54616834
blaOXA-138_1_EU670845,beta-lactam,0.471,749,1590,54616834
blaOXA-139_1_AM991978,beta-lactam,0.489,780,1596,54616834
blaOXA-160_1_GU199038,beta-lactam,0.503,803,1596,54616834
blaOXA-172_1_HM113558,beta-lactam,0.461,733,1590,54616834
blaOXA-173_1_HM113559,beta-lactam,0.453,721,1590,54616834
blaOXA-174_1_HM113560,beta-lactam,0.469,746,1590,54616834
blaOXA-175_1_HM113561,beta-lactam,0.461,733,1590,54616834
blaOXA-176_1_HM113562,beta-lactam,0.461,733,1590,54616834
blaOXA-177_1_HM113563,beta-lactam,0.461,733,1590,54616834
blaOXA-178_1_HM113564,beta-lactam,0.461,733,1590,54616834
blaOXA-180_1_HM570036,beta-lactam,0.31,493,1590,54616834
blaOXA-194_1_HQ425492,beta-lactam,0.467,743,1590,54616834
blaOXA-195_1_HQ425493,beta-lactam,0.417,663,1590,54616834
blaOXA-196_1_HQ425494,beta-lactam,0.455,723,1590,54616834
blaOXA-197_1_HQ425495,beta-lactam,0.448,712,1590,54616834
blaOXA-200_1_HQ734811,beta-lactam,0.372,592,1590,54616834
blaOXA-201_1_HQ734812,beta-lactam,0.461,733,1590,54616834
blaOXA-202_1_HQ734813,beta-lactam,0.481,764,1590,54616834
blaOXA-206_1_AB634250,beta-lactam,0.481,764,1590,54616834
blaOXA-207_1_LLFS01000355,beta-lactam,0.504,805,1596,54616834
blaOXA-234_1_NG_050607,beta-lactam,0.481,764,1590,54616834
blaOXA-248_1_HE963769,beta-lactam,0.321,510,1590,54616834
blaOXA-249_1_HE963770,beta-lactam,0.367,584,1590,54616834
blaOXA-250_1_HE963771,beta-lactam,0.303,481,1590,54616834
blaOXA-254_1_AB781687,beta-lactam,0.481,764,1590,54616834
blaOXA-371_1_AB871653,beta-lactam,0.301,479,1590,54616834
blaADC-25_1_EF016355,beta-lactam,0.475,1065,2244,54616834
blaOXA-545_1_KY674541,beta-lactam,0.396,629,1590,54616834
blaOXA-556_1_KY126231,beta-lactam,0.302,480,1590,54616834
blaOXA-557_1_KY126232,beta-lactam,0.383,609,1590,54616834
blaOXA-315_1_KF057032,beta-lactam,0.376,598,1590,54616834
blaOXA-316_1_KF057033,beta-lactam,0.366,582,1590,54616834
blaOXA-260_1_APOR01000009,beta-lactam,0.489,778,1590,54616834
sul1_2_U12338,sulfonamide,1.0,1620,1620,54616834
sul1_3_EU855787,sulfonamide,0.962,1558,1620,54616834
sul1_5_EU780013,sulfonamide,0.963,1612,1674,54616834
sul1_7_FJ715937,sulfonamide,0.923,1496,1620,54616834
sul1_8_JN581942,sulfonamide,0.962,1552,1614,54616834
sul1_9_AY963803,sulfonamide,0.983,1616,1644,54616834
sul1_10_DQ143913,sulfonamide,0.961,1540,1602,54616834
sul1_11_DQ914960,sulfonamide,0.926,1578,1704,54616834
sul1_14_AJ517791,sulfonamide,0.867,1404,1620,54616834
sul1_15_EF667294,sulfonamide,0.962,1558,1620,54616834
sul1_17_AM746675,sulfonamide,0.962,1558,1620,54616834
sul1_18_AY260546,sulfonamide,0.962,1558,1620,54616834
sul1_19_DQ125241,sulfonamide,0.962,1558,1620,54616834
sul1_20_JF262165,sulfonamide,0.962,1558,1620,54616834
sul1_21_AJ971344,sulfonamide,0.923,1496,1620,54616834
sul1_22_AY115475,sulfonamide,0.957,1550,1620,54616834
sul1_23_AJ621187,sulfonamide,0.885,1434,1620,54616834
sul1_24_EU117158,sulfonamide,0.962,1558,1620,54616834
sul1_25_AY878717,sulfonamide,0.962,1558,1620,54616834
sul1_26_AY524415,sulfonamide,0.962,1558,1620,54616834
sul1_27_GU562437,sulfonamide,0.962,1558,1620,54616834
sul1_28_JN790946,sulfonamide,0.927,1502,1620,54616834
sul1_29_AJ746361,sulfonamide,0.962,1558,1620,54616834
sul1_30_JF262178,sulfonamide,0.962,1558,1620,54616834
sul1_31_AM040449,sulfonamide,0.962,1558,1620,54616834
sul1_32_EF592571,sulfonamide,0.89,1442,1620,54616834
sul1_33_AJ564903,sulfonamide,0.962,1558,1620,54616834
sul1_34_AY047357,sulfonamide,0.855,1406,1644,54616834
sul1_35_AB281182,sulfonamide,0.888,1460,1644,54616834
sul1_38_BX248359,sulfonamide,0.945,1554,1644,54616834
sul1_39_AY522923,sulfonamide,0.99,1580,1596,54616834
sul1_36_X15024,sulfonamide,0.962,1558,1620,54616834
sul1_37_AF188331,sulfonamide,0.84,1360,1620,54616834
tet(B)_1_AP000342,tetracycline,0.497,1170,2352,54616834
tet(B)_2_AF326777,tetracycline,0.484,1139,2352,54616834
tet(B)_3_AJ277653,tetracycline,0.445,1046,2352,54616834
dfrA17_1_FJ460238,trimethoprim,1.0,888,888,54616834
dfrA17_11_JN645876,trimethoprim,0.93,826,888,54616834
dfrA17_2_JN645879,trimethoprim,0.93,826,888,54616834
dfrA17_3_JQ414038,trimethoprim,0.86,764,888,54616834
dfrA17_4_JQ837988,trimethoprim,0.966,858,888,54616834
dfrA17_5_GU358475,trimethoprim,0.923,820,888,54616834
dfrA17_6_AF180469,trimethoprim,0.93,826,888,54616834
dfrA17_7_AB196349,trimethoprim,0.93,826,888,54616834
dfrA17_8_AM932673,trimethoprim,0.93,826,888,54616834
dfrA17_9_FJ807902,trimethoprim,0.937,832,888,54616834
dfrA17_10_AM937244,trimethoprim,0.93,826,888,54616834
blaOXA-336_1_KF048907,beta-lactam,0.374,594,1590,54572101
blaOXA-338_1_KF048909,beta-lactam,0.343,545,1590,54572101
blaOXA-339_1_KF048911,beta-lactam,0.327,520,1590,54572101
blaOXA-342_1_KF048915,beta-lactam,0.358,569,1590,54572101
blaOXA-343_1_KF048916,beta-lactam,0.384,610,1590,54572101
blaOXA-344_1_KF048917,beta-lactam,0.354,563,1590,54572101
blaOXA-345_1_KF048918,beta-lactam,0.396,630,1590,54572101
blaOXA-346_1_KF048919,beta-lactam,0.323,514,1590,54572101
blaOXA-374_1_KF986255,beta-lactam,0.304,483,1590,54572101
blaOXA-375_1_KF986256,beta-lactam,0.362,575,1590,54572101
blaOXA-376_1_KF986257,beta-lactam,0.304,483,1590,54572101
blaOXA-377_1_KF986258,beta-lactam,0.35,556,1590,54572101
blaOXA-381_1_KJ135344,beta-lactam,0.352,559,1590,54572101
blaOXA-382_1_KJ135345,beta-lactam,0.348,554,1590,54572101
blaOXA-383_1_KF986262,beta-lactam,0.319,507,1590,54572101
blaOXA-385_1_KF986253,beta-lactam,0.323,513,1590,54572101
blaOXA-390_1_KJ135342,beta-lactam,0.305,485,1590,54572101
blaOXA-391_1_KJ427797,beta-lactam,0.319,507,1590,54572101
blaOXA-400_1_KJ780078,beta-lactam,0.354,563,1590,54572101
blaOXA-401_1_KJ780076,beta-lactam,0.303,482,1590,54572101
blaOXA-402_1_JX865391,beta-lactam,0.319,507,1590,54572101
blaOXA-403_1_KJ920337,beta-lactam,0.318,506,1590,54572101
blaOXA-404_1_KJ920338,beta-lactam,0.304,483,1590,54572101
blaOXA-409_1_KJ584918,beta-lactam,0.341,544,1596,54572101
blaOXA-410_1_KJ584919,beta-lactam,0.308,489,1590,54572101
blaOXA-411_1_KJ584920,beta-lactam,0.302,480,1590,54572101
blaOXA-412_1_KJ584921,beta-lactam,0.301,478,1590,54572101
blaOXA-413_1_KJ584922,beta-lactam,0.354,563,1590,54572101
blaOXA-414_1_KJ584914,beta-lactam,0.347,552,1590,54572101
blaOXA-424_1_KM588352,beta-lactam,0.335,533,1590,54572101
blaOXA-425_1_KM588353,beta-lactam,0.354,563,1590,54572101
blaOXA-431_1_KM979378,beta-lactam,0.303,482,1590,54572101
blaOXA-432_1_KM979379,beta-lactam,0.304,483,1590,54572101
blaOXA-433_1_KM979380,beta-lactam,0.323,514,1590,54572101
blaOXA-437_1_KP410856,beta-lactam,0.481,767,1596,54572101
blaOXA-480_1_KR872296,beta-lactam,0.392,624,1590,54572101
blaOXA-507_1_KU551305,beta-lactam,0.323,514,1590,54572101
blaOXA-508_1_KU596972,beta-lactam,0.393,625,1590,54572101
blaOXA-509_1_KU692025,beta-lactam,0.307,488,1590,54572101
blaOXA-510_1_JX865393,beta-lactam,0.364,579,1590,54572101
blaOXA-511_1_KU710720,beta-lactam,0.389,619,1590,54572101
blaOXA-521_1_KX462701,beta-lactam,0.388,617,1590,54572101
blaOXA-523_1_KX599401,beta-lactam,0.307,488,1590,54572101
blaOXA-525_1_KX599406,beta-lactam,0.354,563,1590,54572101
blaOXA-528_1_KX599407,beta-lactam,0.304,483,1590,54572101
blaOXA-529_1_KX599405,beta-lactam,0.331,527,1590,54572101
blaOXA-530_1_KX599398,beta-lactam,0.313,498,1590,54572101
blaOXA-531_1_KX599400,beta-lactam,0.309,491,1590,54572101
blaOXA-532_1_KX609247,beta-lactam,0.335,533,1590,54572101
blaOXA-536_1_KX859240,beta-lactam,0.374,594,1590,54572101
blaOXA-24_1_AJ239129,beta-lactam,0.5,798,1596,54572101
blaOXA-25_1_AF201826,beta-lactam,0.464,741,1596,54572101
blaOXA-26_1_AF201827,beta-lactam,0.481,767,1596,54572101
blaOXA-51_1_DQ385606,beta-lactam,0.336,534,1590,54572101
blaOXA-64_1_AY750907,beta-lactam,0.355,565,1590,54572101
blaOXA-65_1_AY750908,beta-lactam,0.409,650,1590,54572101
blaOXA-66_1_AY750909,beta-lactam,0.393,625,1590,54572101
blaOXA-67_1_DQ491200,beta-lactam,0.308,490,1590,54572101
blaOXA-69_1_AY859527,beta-lactam,0.323,514,1590,54572101
